,video_id,comments
30,pltkqYO05Ms,"['o Brasil te amo oo te amo❤❤❤🇧🇷🇧🇷', 'You are the best girl ever\nI am your bigest fan\nYou are my favourite meber of blackpink❤😍🥰😘', 'Jisoo🖤💗', 'Hay princesita llamada jenny tu quedate en jisso hokey para siempre jenny', 'Jisoo you do know thet bloger Mariana lokel says thet she replaces you!!! I ador e you❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', '😂😂Recep tayyip erdoğan hareketini yapıyor😮😮😂', 'Jisoo❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'BLACKPINK harika dostum ❤❤❤❤❤❤❤❤', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Jisoo ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤']"
31,dHz35uVUTyQ,"[""Bonjour je suis fene de vos chansons elles sont trop belle belle je sais pas si vous arriverez à comprendre le français mais en tout cas vos chanson son trop belle 🤩☺️🫠 je m'appelle Louane j'ai 9 ans"", '1234', 'bring blackpink to Brazil in the state of Rio de Janeiro TE AMAMOS BLACKPINK', 'blackpink plzzzzz come to India plzzzz i am your small blink plzzz come here❤🎉😢', 'ASSALAMUALAIKUM I AM AN MUSLIM BUT I LOVE BLACKPINK AND I PROUD TO BE AN BLINK', 'I WAS IN LAS VEGAS HOW COME I DID NOT KNOW THEY WERE THERE 😔 I SHOULD HAVE WENT IT WOULD HAVE BEEN MY FIRST EVER CONCERT 😔😔👀👀\n\n\n\nSORRY IF IR WAS LATE👀', 'I love u blqck pink', 'All four have ultimate dressing sense💥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥💯💯💯', 'Türkiyeye gelmenizi çok ama çok istiyoruz lütfen geliiin❤', 'I love you Jennie']"
32,D4SEVu4_Ko0,"['💱!!', '32:40 Jennie\'s ""aaniya"" was so cool❤', 'I LOVE YOU BLACKPINK!!! ', '아 블랙핑크 진짜 귀엽게 생겼어', '내 인생에서 들어본 것 중 가장 귀여운 귀여움', 'we also have a team like this team the team name is pink angels the team members are : Sara , Zunaira , Manha and me ............................................... we have 4 members in our team', 'Waikiki😂', '💜👀', 'Me lisa ✋', '너무 사랑해요 주의해주세요 저는 당신의 팬입니다 젠리사 사랑해요 내 편견 순위는 제니 리사 로즈 지수 다 너무 사랑해요 주의해주세요❤🎉']"
33,Cwrl4XXuY_g,"['Çok güzel olmuş❤❤❤😊', 'I LOVE BLACKPINK❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'أتحي كثير بلاك بينك', '💪❤black pink 🎉', 'back pink I❤u to ❤❤❤❤❤❤', 'Born pink is love ❤️ ❤😊', ""i can't belive i missed the abu dhabi one"", 'صوت ليسا حطم الرجولة 😂😂❤', 'Buzilmasaydi', 'Как же жалею что не успела попасть на их послежний концерт(']"
34,gmfea80Eo8U,"['Yoooooooooooooooooo', 'I love blac pink', '❤❤😢🇳🇱🙏🏻', 'Sizi seviyorum💌❤👍😍😍😙😙😙😚😘😂😁💘😗', 'بمبيا', 'Blackpink ❤❤❤❤❤❤turkey ❤️❤️❤️❤️', 'Yous❤', 'wow love you❤', '❤❤❤🎉🎉🎉', 'Im tearing up !!!! 🖤💗🖤💗']"
35,baLouMhCMIc,"[""'Lovesick Girls' M/V\n🎥 https://youtu.be/dyRsYk0LyA8"", 'Blackpink l love you so much you are in  people and blinks heart ❤️', 'I lovesickgird very much 😙😙😙😙', '@BLACKPlNK❤❤🖤💗', 'WE CAN DO IT 1 BILLION BLINKSSSS\nNOWWWW GO WATCH LOVESICK GIRLS MV NOWWWWW', '😊❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'أأفضل متا بعينج❤❤❤❤❤❤❤❤', '🎉🎉🎉', 'congrats my 4 queens :)', 'I   love   this    song❤❤❤❤❤❤❤']"
36,7dv_GMB3oxo,"[""'Shut Down' M/V\n🎥 https://youtu.be/POe9SOEKotk"", 'Jennie❤❤❤', ""Blackpink  is  kpop's queen 🖤💖"", 'Blackpink ❤❤❤❤', '❤❤❤❤❤❤❤❤❤❤', 'Blackpink 🖤🖤', '😮😮😮🫰🏻👍💋🫶🏻😘🥰🥰', 'I love you Jennie and Black pink ❤', '❤❤❤❤', '🖤🖤🖤🖤🖤\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77']"
37,9c87NbLjH0I,"['🫶🫶🫶🫶🫶🫶🫰🫰🫰🫰🫰🫰', 'Who love all blackpink members', 'جيني اكيد', 'Hi blackpink jisoo lisa jennie rose  happy birthday blackpink blnks  giving us cool queens nice james choi cap jack olny badass blackpink forever dream  blackpink see you love you jisoo lisa jennie rose flower you me cds posters cool ❤ 💖🌹🌹🌹🌹💯☀️🌈💖 jennie cute jisoo lisa rose nice cuters', 'Blackpink I love you💗💗💗💗❤️❤️❤️💞💞💞. Happy 7th Anniversary. You open my way for Kpop 💕 and I wiil never forget this and stop listen your songs 💜. With love from Greece 🇬🇷 💞 💖 💕 💞 💖 💕 💞 💖', '12:12 ""you must have no interest in me"" please -😭', '허경영 신인의 이름과 사진만으로 우유가 영원히 썩지않고 불로화 숙성되어 수만가지 (고혈압 당뇨 고지혈증 하지정맥류 탈모 잇몸병 백혈병 무좀 건선 파킨슨병 직장암 췌장암 피부질환 근육경화증 만성위장병 등)을\n치료하는 의약식품 불로유 \n치병사례 및 제조방법 \n유튜브 (불로유영성 TV)\n허경영강연 \n매주 토일요일 16:30\n* 허경영 *\n(재림예수 하나님 보혜사)', 'Haters 🖤be like...\nLisa:100%\nJennie:89%\nRose:50%\nJisoo:1%\n\nMe and blinks be like\nLisa:100%\nJennie:100%\nRose:100%\nJisoo:100%\n❤❤❤\nWe all love them if you love them the \n👇', '7th ANNIVERSARY in Vietnmase? 😮😮', 'BLACKPINK I LOVE YOU\n💖🖤💖🖤💖🖤💖🖤💖🖤💖']"
38,c7cj57Ts4fg,"['Mấy chị xinh quá chời ơi mấy chị về Hà Nội nè ❤❤❤❤', 'I love you Jennie and Black pink', 'Pls come Türkiye🥺🥺🥺🥺', 'Thank you Black Pink for coming to Vietnam🖤💖!', 'I love BLACKPINK', '❤❤❤❤❤❤', 'Viet Nam Hanoi!!!!❤', '😊', 'Why they not come in India 😢😢', '❤❤❤❤']"
39,gWMC22gQqn8,"['‘Pink Venom’ M/V\n🎥 https://youtu.be/gQlMMD8auMs', '❤❤❤❤❤ Brasil  amo todas vocês blakpink🇧🇷🇧🇷🇧🇷', '1234you', 'The fact that only 1% indians know blackpink what will happen if bp will become famous in india as bts', '🎉', 'I love you Jennie and Black pink', 'I love Black pink and Jennie ❤', '😍😍😍😍😍😍😍😍😍😍😍😍😍😍', 'Black Pink ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Pink venom❤❤']"
40,xhDXOgkqCNM,"[""'뚜두뚜두 (DDU-DU DDU-DU)' M/V\n🎥 https://youtu.be/IHNzOHi8sJs"", 'Te amo lisa jissoo jennie y rose❤❤❤', 'Blackpink beats BTS as the k-pop and the world', 'اي اي ترو ترو ترو اي اي❤❤❤❤', 'Love you so much black pink ❤❤❤❤❤❤❤', 'The fact that only 1% indians know blackpink what will happen if bp will become famous in india as bts', 'We love you blackpink girls, i miss you🇵🇭💙💙💙🥰', '❤❤❤❤❤❤❤❤', 'Congratulation 🎉🎉 bp', '우리는 당신이 터키에 오기를 정말로 원합니다 ❤']"
41,H7j9jY3WnrE,"[""BLACKPINK BLACKPINK BLACKPINK !!!! BLINK BLINK BLINK !!!! I just want to hear this forever...❤❤❤❤ Love you blackpink 🖤💓 I'm so proud of you girls ❤\n\n03/11/2023"", '사랑해 블핑이들', '맙소사 난 블랙 핑크가 좋아!', 'Blackpink come on in India', '😍🥰😇', 'Lisa looks so much like her mum here', '190K likes', 'BLACKPINK ♥️👑', 'We love you Blackpink', '나는 그들을 너무 사랑하고, 그들이 모두 친구이고 회사의 다른 그룹과 친구가되는 것을 정말 좋아합니다. 너무 귀엽다']"
42,c-SMz9hiWZY,"['🐨🐨🐨🐨🐨', '❤❤❤❤❤❤❤', '우리 중 블랙핑크를 좋아하는 사람이 몇이나 될까요?', '블랙핑크 너무 재밌고 귀여워', 'Jisooyaaaaa ❤️❤️❤️', '♥️♥️♥️♥️', 'me (raised hand)', '🙏🙏❤️', 'if there was anything we learned more about this episode than anything else is just even after all these years no matter what is said the girls are not simply just band mates or friends, but sisters and the love and support they constantly have for one another, their entire staff, band, dancers all of it they constantly just show love and show love especially for one another as sisters and a family.\n\nRosé, Lisa and Jisoo doing day 2 without Jennie you can see just how much they miss her, but still giving us Blinks everything! i love Blackpink so much they truly are just amazing and we as Blinks need to constantly just love our Pinks and nothing else just love each one of them!!', 'LOVE FROM KAZAKHSTAN FANS']"
43,FmEB-FqMaBg,"['I love you lisa rose jennie and jisso❤', 'Vãi', 'Jennie😊', ""Thank you for coming to Paris ....After many efforts I got your concert tickets but I am a Army don't worry I am your fan too ❤❤"", ""Ben sizin bütün videolar ınızı beğeniyorum bir gün türkiye ye gelin ama çanakkale ayvacık tuzla köyüne gelin sizin bütün danslarınızı biliyorum .Ama sadece LİSA 'nın danslarını biliyorum dolur gelin LİSA❤❤❤❤❤❤❤❤"", 'Me País', '😊', ""Je rêve d'être au concerts de black pink 🖤\U0001fa77"", 'Turkısh pls', 'I love you Jennie']"
44,lDJrRqhhoIE,"[""'마지막처럼 (AS IF IT'S YOUR LAST)' M/V\n🎥 https://youtu.be/Amq-qlqbjYA"", 'I miss them 😢😢', 'Love you', 'Black pink', '❤❤❤❤❤❤❤❤❤❤', 'This song is so cool❤❤❤I love it 🥰', 'The fact that only 1% indians know blackpink what will happen if bp will become famous in india as bts', 'I really respect BP and I’m really happy 4 then but ngl I really miss the old black pink ……….no hate', ""Congratulations my beautiful cute 4 queen's🎉🎉❤❤"", 'I Love You @BLACKPINK❤❤']"
45,skcE1qZKLLo,"['❤❤❤❤', ""I love you blackpink forever 🖤💓 please stay with us BLINKS 😭😭😭😭 Don't disband 😢😢 \n\n02/11/2023"", '블랙핑크 사랑해🖤\U0001fa77', 'I love you BLACKPİNK', 'BLACKPINK MI RAZON DE VIVIR FELIZ', 'BLACKPINK LA REVOLUCION\nBLACKPINK LA REVOLUCION \nBLACKPINK LA REVOLUCION', '❤️❤️🎵', ""Jennie, Rosé and Lisa are so cute! 🥰 They really missed their unnie Jichu! It was so adorable how they did Jisoo's flower dance the whole time. But I’m glad they also managed to do it without Jisoo and tried to make the concert as unforgettable as possible for their Osaka Blinks. \nLove u Blackpink! ❤️✨"", 'QUEEN LISA\nQUEEN ROSÉ\nQUEEN JISOO\nQUEEN JENNIE\nBLACKPINK PAVED THE WAY', 'Jamás existirá otra banda tan exitosa como mis patronas BLACKPINK']"
46,zObNLXkdkvc,"['Wooaaw❤❤❤❤❤❤❤❤❤❤❤❤', 'Hi', '😊😅😊 I feel,you are thinking about me.', '❤jisoo❤', 'The fact that only 1% indians know blackpink what will happen if bp will become famous in india as bts', '호호 웃으며', 'Its illegal to be that beautiful JISOO😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍', 'I love you Jennie', '🎉Congrats🎉', 'Jisoo❤❤❤❤🔥🔥🔥']"
47,A80kP567grU,"['I love Lisa 😂❤❤❤❤', 'Please  go türkiye 😢😢😢😢😢😢😢😢😢😢😢😢😢❤', '리사가 말할 때가 좋았어', 'Jlsoo❤', 'Keşke ROSE yi GÖREBİLSEM', 'Wowowowowowoowowow', ""Lili's voice hayee😭❤️"", 'Rose ❤🎉', 'Rose❤', 'Lisa’s ‘WASSUP LONDON!’ made the most energetic person in the world for 1 second.....🖤💗']"
48,vrZPnpaT3Ts,"['❤❤❤❤❤❤', ""Blackpink always love BLINKS🖤💓 I love Rosé ❤ She's so funny 😂 She thought herself to act calmly infront of blinks. But she failed 😂😂 But we love you Rosé the way you are❤❤\n\n02/11/2023"", '8:40', '💙', 'بلک پینک❤', 'A Rose è tão fofa❤', '😂😂😂😂 Lisa yaaaaa', 'This is a wholesome video to watch ❤❤❤❤', '🎵🎵👍🏻👍🏻', 'ojeh eps kali ini emang kocak bener 😂😂😂😂']"
49,X66KkzMJCKE,"[""'붐바야 (BOOMBAYAH)' M/V\nhttps://youtu.be/bwmSjveL3Lc"", ""Our Queen's diserve it ❤❤🎉"", 'Nice edit girls cooo', 'BLACKPINK❤❤🎉🎉🎉', 'The fact that only 1% indians know blackpink what will happen if bp will become famous in india as bts', 'I love you', 'I love you Jennie ❤', 'Wow Lisa ❤❤Rose ❤❤jine❤❤jisoo❤❤😊😊My Love. You ❤❤', 'Boombayah is one a week❤', '❤❤❤❤❤❤❤❤💕💕💕💕💕💛💛💛💙💛💙💛💙💜💙💛💙💜💙💛💙💜💙💛💛💙💜💜💙💙💛💙💙💜💙💙💛💜💜']"
50,Jw_ZLkPQMsA,"['I love you blackpink 🖤💓 You guys entertain me always. There are many occasions that you encouraged me alot❤ I hope BLACKPINK and BLINKS can always stay together and forever 🖤💓❤❤❤❤❤❤❤❤❤❤\n\n01/11/2023', '💗🖤🖤💗🖤💗💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤🖤💗💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤💗🖤🖤💗🖤💗💗🖤🖤💗🖤💗', 'Hi blek pink I,m Ukrein I love you blek pink❤❤❤😘😘', 'BLACKPINK the best', 'Jennie mi bias', 'I love bp❤❤', 'they are living my dream 😩', 'I saw day 2 singapore', 'me (raised hand)', '🎵🎵❤️']"
51,Hmo-BJ9VKDk,"[""JISOO - '꽃(FLOWER)' M/V\n🎥 https://youtu.be/YudHcBIxlYw"", 'BLACKPINK JISOO FLOWER', 'Ohh blackpink 🎉❤', 'Love you Jisooooooooooooooooooooooooo ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Love 😍👨\u200d👨\u200d👧🌷😭', 'YANG TERSISA HANYALAH AROMA BOHYUN😅', 'I love jisoo', 'Jisoo<3♡♡❤❤', 'Şarkınız çok güzel', 'Congratulations Jisoo!!!!!!! :)']"
52,4o05ewiImmI,"['hoy vi el ultimo BPM y volvi al mejor espero con ansias la renovación de contrato ya que no pude cumplir el sueño de conocerlas necesito que vuelvan a México porfavor', 'I love you blackpink 🖤💓 They are so amazing and perfect 😘 First K-pop group that caught my attention ❤\n\n31/10/2023', 'Cochella~', 'Remember me by jisoo😅', 'This is the funniest part ever 7:19 😂😂', 'BLACKPINK IN MY ÁREA 😜', ""I'm proud of my 4 girls ❤❤❤❤❤"", '🎵🎵❤️', 'Blackpink in your area', '❤🎉🎉 I LOVE BLACKPINK I LOVE']"
53,Cwg5hqdBbLY,"['BLACKPINKxSYDNEY', 'when will there be a concert in Poland?😭', '평생 블랙핑크를 응원해줄 사람✋✋🫶🫶🫶🏅🎖️🥇💗❣️❤️\u200d🔥🎆🪩♥️❤️', 'Black pink 🎉❤🎉', 'argentina buenos aires', '❤', 'Are u coming to belguim to?\nBc I really wanna go to BLACKPINK concert but I live in europe and I realy wish u could come here that I think wil never happen😢\n\n\n\n\n\n\n\n\n\n\n\n\n\nBLACKPINK IN YOUR AREA!', 'BlackPınk❤❤❤❤❤ love', '🏯🏯🎤🛍️☯️🇰🇷💞💞', 'I love youuuu']"
54,qyr13Idynm4,"['Blackpink love lorie bressac 💖💖💖💖💖💕💕💘', 'Blackpink love jennie jisoo lisa rose solo concert love blackpink lorie bressac  💖💖💖💖💖💖💖', ""While looking back their journey , they all worked very hard to achieve this dream... I appreciate you blackpink 🥰 You guys did an amazing performance ❤ I'm always proud of you BLACKPINK 🖤💓 \n\n31/10/2023"", 'Luv u Black pink ,if though I cannot meet u ,but I meet u in my hearts 💘🥰 luv u forever,I am an a Indian,I hope I can see u one day ,luv u ,bye saranghe ❤❤😢😢', 'I adore u girls😭😭😭😭Thanks for being exist in my generation💕💕', '🎵🎵🥰', '블랙핑크 사랑해요', 'Yo estuve ahi!!!!! 😭😭😭✨️✨️✨️✨️ como ame que hablaran en español 🫶🫶💖💖💖🥰🥰🥰', '블랙핑크 찐으로 사랑해❤', '~kim jisoo,jennie kim,rose park,lalisa manoban ~love you all and miss you 😔 🖤\U0001fa77🖤\U0001fa77🖤\U0001fa77🖤\U0001fa77🖤\U0001fa77🖤\U0001fa77🖤\U0001fa77🖤\U0001fa77']"
55,fv1JI32xV_k,"['blackpink turkiyeye gelirmisinnn', 'Please come india, indian blinks upset 😭', 'Yememeye blacpink dudududururu', 'Black pink i❤❤❤❤❤❤❤❤❤u', 'Welcome back Blackpink!! But actually I wasn’t there bc I live in Estonia🇪🇪🇪🇪', '❤❤❤❤❤❤❤❤', '❤', '🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷 Plisss', 'Um sonhoo\n🖤BLIИK💗', 'Poland']"
56,VLpUsmBafMQ,"['I’m going to be in heaven today by this song 🎵', 'I don’t know why they hate Jisoo just because she connotation speak English', 'Pretty savage 🇻🇳🇰🇭🇨🇳 🙏🏻', 'OMG', 'ILOVE YOU BLACK PIAK', 'вы красотки🤩😍', 'BLACKPINK ❤❤❤❤❤', 'Rose ❤❤❤❤❤🔥🔥🔥🔥🔥🔥', '4 months ago , i still watching this iconic BLACKPINK stage performance.. coachella is lucky to have this 4 amazing talented queens. 🖤💗❤️\u200d🔥💓...', '🌅']"
57,7dP07oQSiUA,"['Why Jisso not have of scooter?', 'Mi grupo favorito es blackpinck las adoró mucho son unas reinas preciosas Liza y Rose jajaja son chistosas las amo a todas que vivan      mis chicas hermosas,todas que se tomen muchas fotos para su consiento jajaja las chicas.gracias jajaja escribi mucho pero bueno chao que les valla muy bien.', 'Blackpink love lisa lorie bressac 💖💖💖💖💖💖💖💖💖💖💖', 'Blackpink love lisa jisoo kim jennie kim rose love lorie bressac solo concert 💖💟💕💝💜💞', 'I like black pink please say hello first.  . Time  watch 😁😁', '블랙핑크 도쿄본핑크 콘서트 풀영상 올려주세요', 'I love u love u so Mach BLACKPINK', ""''this was blackpink'' JISOO SJJSJHADSJSAJD"", ""During this days I had my final examination 😢 That's why I'm not able to watch their videos 🥺 Now I'm watching them ❤ The slayed in Coachella 🔥🔥 I'm proud to be a blink 😇🙂\n\n\n\n26/10/2023"", 'Japan blink']"
58,VlUv1lED0rE,"['Eu amo jisoo flower ❤😊😢', 'Did U enjoy Osaka without Jisoo??🥺', 'This friendship i have not done even with my bestie claps Jennie Rosé Lisa for  giving feelings that Jisoo is there live u blackpink🫰🫰🫶🫶🫶🫶💝❤️\u200d🔥🎸🪩🪩🪩🪩🪅🎖️🏅🥇🏅🎖️😍😍❣️❣️❣️❤️❤️♥️♥️💗', 'They all were missing Jisoo so much 😘❤️😍', 'Lisa❤', 'I wish you girls could come to 🇬🇷 I Wish to see you in real life not only live and weverse I love you blackpink (from the start and the end of the word s blink❤)', 'When are you coming to India', 'Y que le paso a jiso', 'Lovesick girls! We miss You Jisoo', 'ジスーーー！！！もう一回大阪戻ってきて4人で観せてくれー！！！お願いやーー！！！']"
59,tS5a17Yytqk,"['😇😇🥰🥰🥰🥰🥰🥰🥰🥰🥰😍❤️😍😍❤️😍😍❤️😍❤️😍😍❤️❤️😍🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🥰😘❤️❤️', 'i have so much respect for them. everything they do, they do it professionally and with love. they deserve so much ❤', 'Fan girls JenSoLisa', '🖐️🖐️🖐️🤚🤚', 'Jennie: ebiniminimo😂-❤', 'you are ready?', ""This B.P.M roll hits different ❤ We can see how hard they work for their concerts 😢 They slayed in Coachella 🔥 Haters are saying blackpink's not doing any hardwork 🥺 Blinks know their hardwork and pains behind their success ❤ I love you blackpink forever 🖤💓🥰😘\n\n26/10/2023"", 'Lisa is so cute❤❤', 'JENLİSA BEST SHİP AND I LOVE YOUU❤❤❤❤❤❤❤', 'Love You blackpik ❤']"
60,mFfN1tgJMQQ,"['Rấtđep😊', '행운을 빌어 요', '블랙핑크 라이브 보고싶다', '나는 블랙핑크를 좋아한다! 너는 최고 다!', '나는 블랙핑크를 좋아한다. 나는 당신의 콘서트에 가고 싶어요! 여러분 모두에게 사인을 받고 싶어요', 'I love blackpink. I want to go to your concert! I want to take autographs from all of you', 'Black pink the queens 😊👑', '🎉😊 blackpink 10000000000000', 'blackpink bi kerede türkiye ye gellll', 'بنك بحبكم قوي❤❤❤❤❤❤❤❤ قلبي قلبي قلبي , the to enjoy the to enjoy some of these are you going to enjoy a real pleasure to meet with me on Sunday and I have to 😊']"
61,z9tifvQSu-g,"['Iconic❤', 'Hi Black pink  lm brazilian', 'Lisa & Jisoo’s dancing 🥰🥰 Rose & Jennie’s vocals tho!! ❤❤❤❤', '블핑 콘서트가 보고싶네~~~', 'I like', 'M2B', 'OMG', '로제는 항상 에너지가 넘치는데 이게 너무 좋고 제니도 이런 에너지를 갖고 있어요.❤❤❤❤❤❤❤❤❤❤❤❤', 'Love the song and their vocals are AMAZING! the choreography though could have used more work. These girls are my fave girl group out there!', 'الابداع']"
62,NpVJidAKOqc,"['그들은 너무 재능이 있어......❤❤❤❤', 'Blackpink is queens 🤩', 'الكوتش صار مارق عليها أكثر من 5 شهور وانا لحد الان ما تخطيت جمال بناتي وقوة ثبات صوتهم وحضورهم المسرحي🤭', 'mnb', 'Love them at Cocahella 2023', 'Why must Jennie leave the group?😭Without her its Not Blackpink 😭😭😭😭', 'Their stage presence is heating up really fast, Blinks are screaming from their lungs, proving that BLACKPINK has the biggest stage precense!', 'Blackpink 🖤💓  was on 🔥 fire', 'BLACKPINK BEST GG', 'Blackpink❤❤❤❤']"
63,TPDkc5lb2yI,"['Rosé so cute 🥹🥹', 'Mulus Rahayu berkah salamet teh!\nSelamat ulang tahun.\n😇😇🥰🥰🥰🥰🥰🥰🥰🥰🥰😍❤️❤️❤️❤️😍❤️❤️❤️❤️😍❤️❤️❤️😍❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🥰😘❤️❤️', 'What’s the bgm playing in the beginning?', 'Happy birthday LISA 🎂🥳😘 May your life full with happiness and amazing memories ❤ I love you blackpink 🖤💓  I wish I could meet you 🥺😭\n\n25/10/2023', 'Lisa es una Mundo De Felicidad que Dios la cuide mucho y le de sabiduría en sus carrera porque es un Angel de persona', 'Ojala pudiera darle un fuerte abrazo a Lisa y decirle feliz cumpleaños reina Lisa', 'lisa ❤❤❤❤❤', '來自台灣粉絲的祝福😁', 'HAPPY BIRTHDAY TO YOU LISA I LOVE YOU LISA OR ROSE OR JENNIE OR JISOO ♥️♥️', '🇵🇭 5:08']"
64,_dzZa83LL2g,"[""'Kill This Love' M/V\n🎥 https://youtu.be/2S24-y0Ij3Y"", '❤❤❤❤', 'Laisa eu te  amoooooo linda❤', 'Black Pink ❤🎉', 'iLoveBlACKPlNK！❤❤😊', 'Black pink🖤BLΛƆKPIИK💗', 'Black pink eu te amo Black❤y😊 com ele pra mim tá bom então vou conseguir ir aí na', 'Que ser o jogo do Corinthians e pro resto da vida de novo vc vai ficar ❤ um ninja né não sei o filme que \nTe amo', 'So cool ❤️', 'Blackpink eu sou muito sua fã']"
65,0QAAOZ0E34s,"['❤', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'I really am enjoying Your songs but I’m sad bc I think that I’ll never met U!!😢', '😢❤', 'I’m from Saudi Arabia', 'pls turkish🇹🇷', 'When are you coming to India', 'Ae Love Rose❤', '❤', 'BLACK PINK PLEASE 🥺 COME TO MY COUNTRY INDIA']"
66,Pn_04ltdt00,"['블랙 핑크는 이라크에 한 번이라도 올 수 있을까? 우리는 나라 밖으로 나갈 수 없습니다. 이라크에 오시길 바랍니다. 저는 이라크에서 온 블링크이고, 여자입니다. 영원히 블링크를요. 😭🖤💗✨', 'YOOO!!! BLACKPINK IN MALAYSIA', '🙌🫶💜👀 7 Philip', '❤ Tim JAKARTA INDONESIA 🇮🇩', 'Who agrees with me that blackpink should come to PAKISTAN once pls pls we are also blinks our parents can’t allow is to go out of country for the concert so pls yg do something pls who agress?? \n👇', 'Lisa is so cute when she copied , what Jisoo says 😂😂❤ Rosé is so funny and elegant 😘\n\n25/10/2023', 'BLACKPINK PAVED THE WAY\nBLACKPINK PAVED THE WAY', 'BLACKPINK UNICAS PATRONAS DEL K-POP', 'Lisa❤❤❤', 'I love blackpink']"
67,hR1gMWQS-ws,"['Как по моему у Дженни тут в видео самый красивый макияж.(моё мнение.)', 'و أخيرا نزلت كنت اعاني مع هذا التيزر', 'The dress up was like how you like that song 😮 no hate if anyone is offended by this comment i am sorry 😊❤', 'Why is Rosé in the video?', 'Cute', 'That was so weeirs😢', 'БЛИН ВЫЙДЕТ ЛИ ТАНЕЦ К ЭТОЙ ПЕСНЕ⁉️⁉️⁉️⁉️⁉️⁉️⁉️', '❤❤❤❤🎉🎉🎉🎉🎉', '❤❤❤❤❤❤❤', 'Who will support Blackpink forever? 🤏🏻💗']"
